,MA_ID,REF_ID,Authors,Title,Year,DOI,Lat,Long,country2
2435,FEB23_132,FEB23_132_080,"Nielsen UN,Prior S,Delroy B,Walker JK,Ellsworth DS,Powell JR",Response of belowground communities to short-term phosphorus addition in a phosphorus-limited woodland,2015,,NA,NA,
2436,FEB23_226,FEB23_226_001,Ahlstrand G,Response of Chihuahuan Desert mountain shrub vegetation to burning,1982,,NA,NA,
2437,FEB23_226,FEB23_226_063,"Miller RF,Ratchford J,Roundy BA,Tausch RJ,Hulet A,Chambers J",Response of conifer-encroached shrublands in the Great Basin to prescribed fire and mechanical treatments,2014,,NA,NA,
2438,FEB23_597,FEB23_597_085,"Zhang, F.W., Wang, J.B., Li, Y.K., Lin, L., Cao, G.M.",Response of ecosystem photosynthesis and respiration to degradation gradients in an alpine Kobresia meadow,2016,,NA,NA,China
2439,FEB23_311,FEB23_311_20,"Lin XW,Zhang ZH,Wang SP,Hu YG,Xu GP,Luo CY,Chang XF,Duan JC,Lin QY,Xu B,Wang YF,Zhao XQ,Xie ZB",Response of ecosystem respiration to warming and grazing during the growing seasons in the alpine meadow on the Tibetan plateau,2011,,NA,NA,China
2440,FEB23_311,FEB23_311_50,Xie Z,Response of Functional Groups of nitrifiers and denitrifiers to different grazing intensities in Qinghai-Tibet alpine meadows soil. Master Dissertation of Lanzhou University,2014,,NA,NA,China
2441,JB158,JB158_192,Dai et al.,Response of Fungal Community and Function to Different Tillage and Straw Returning Methods,2019,,33.61666667,116.75,China
2442,FEB23_02,FEB23_02_40,"Midega CA,Khan ZR,Berg J,Ogol C,Dippenaar-Schoeman AS,Pickett JA,Wadhams LJ",Response of ground-dwelling arthropods to a 'push-pull' habitat management system: spiders as an indicator group,2008,,NA,NA,
2443,FEB23_226,FEB23_226_016,"Berlow E,D'antonio C,Swartz H",Response of herbs to shrub removal across natural and experimental variation in soil moisture,2003,,NA,NA,
2444,FEB23_242,FEB23_242_16,"Davy AJ,Bishop GF",Response of Hieracium pilosellain breckland grass heath to inorganic nutrients,1984,,NA,NA,
2445,FEB23_597,FEB23_597_222,"Ma, W.B., Jiang, S.J., Fï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½","Response of microbial functional groups involved in soil N cycle to N, P and NP fertilization in Tibetan alpine meadows",2016,https://doi.org/10.1016/j.soilbio.2016.07.023.,NA,NA,China
2446,JB158,JB158_193,Nie et al.,Response of Paddy Soil Anammox Bacteria to Long-Term Fertilization in Community Structure,2018,,26.22527778,119.0694444,China
2447,FEB23_411,FEB23_411_141,Lindgren & Sullivan,Response of plant community abundance and diversity during 10 years of cattle exclusion within silvopasture systems,2012,,49.667,-119.8833,Canada
2448,FEB23_597,FEB23_597_101,"Zhang, F.W., Wang, J.B., Lin, L., Li, Y.K., Du, Y.G., Cao, G.M.",Response of plant community of alpine Kobresia meadow to degradation succession in Qinghai-Tibetan Plateau,2014,,NA,NA,China
2449,FEB23_311,FEB23_311_25,Miao FH,response of plant community to stocking rate and precipitation variation in the grassland of northeastern edge of Qinghai-Tibetan Plateau,2015,,NA,NA,China
2450,FEB23_311,FEB23_311_53,"Xu YF,Yixi CM,Fu JJ,Chen H,Miao YJ,Chen J,Hu TM,Shan JG",Response of plant diversity and soil nutrient to grazing intensity in kobresia pygmaea meadow of qinghai-tibet plateau,2012,,NA,NA,China
2451,FEB23_226,FEB23_226_097,"Sun Q,Meyer WS,Koerber GR,Marschner P",Response of respiration and nutrient availability to drying and rewetting in soil from a semi-arid woodland depends on vegetation patch and a recent wildfire,2015,,NA,NA,
2452,FEB23_10,FEB23_10_028,"Etcheverry, P., Ouellet, J. P., & Crï¿½ï¿½ï¿",Response of small mammals to clear-cutting and precommercial thinning in mixed forests of southeastern Quebec,2005,,NA,NA,
2453,FEB23_597,FEB23_597_070,"Wu, P.F., Zhang, H.Z., Cui, L.W., Zhong, H.M., Wang, Y.",Response of soil macrofauna communities to degradation of alpine meadow,2013,,NA,NA,China
2454,FEB23_311,FEB23_311_43,Wei YL,Response of soil microbial biomass and community structure to grazing and fencing in shrub grassland in eastern Qilian Mountains,2018,,NA,NA,China
2455,JB160,JB160_116,Esperschï¿½ï,Response of soil microbial biomass and community structures to conventional and organic farming systems under identical crop rotations 2007,2007,,NA,NA,
2456,FEB23_132,FEB23_132_094,"Sun S,Zhao H,Xing F,Bai Z,Gao Y,Dong Y,Zhou J,Wu Y,Yang Y",Response of soil microbial community structure to increased precipitation and nitrogen addition in a semiarid meadow steppe,2017,,NA,NA,
2457,FEB23_311,FEB23_311_15,Li SQ,Response of soil nutritents characteristics of alpine measow to grazing density in the northeastern edge of Qinghai-Tibetan Plateau,2014,,NA,NA,China
2458,FEB23_597,FEB23_597_149,"Liu, Y.N., Tang, J.J., Liu, P.F., Cai, X.Q., Hao, L.P.",Response of soil organic carbon and nitrogen to fertilization in alpine meadow of Qinghai-Tibet Plateau,2017,,NA,NA,China
2459,JB158,JB158_194,Chen et al.,Response of soil phoD phosphatase gene to long-term combined applications of chemical fertilizers and organic materials,2017,,35,114.4,China
2460,FEB23_597,FEB23_597_151,"Li, E.Y., He, G.Y.",Response of soil physicochemical properties and enzyme activities to fertilization in alpine meadow of Qinghai-Tibet Plateau in different seasons,2014,,NA,NA,China
2461,FEB23_311,FEB23_311_07,"Dong QM,Zhao XQ,Wu GL,Shi JJ,Wang YL,Sheng L","Response of soil properties to yak grazing intensity in a Kobresia parva-meadow on the Qinghai-Tibetan Plateau, China",2012,,NA,NA,China
2462,FEB23_242,FEB23_242_19,Gilliam FS,Response of the herbaceous layer of forestecosystems to excess nitrogen deposition,2006,,NA,NA,
2463,FEB23_577,FEB23_577_040,"Mao SJ,Wu QH,Zhu JB,Li HQ,Zhang FW,Li YN",Response of the maintain performance in alpine grassland to enclosure on the Northern Tibetan Plateau,2015,,NA,NA,China
2464,FEB23_597,FEB23_597_132,"Li, J., Zhang, F.W., Lin, L., Li, H.Q., Du, Y.G., Li, Y.K., Cao, G.M.","Response of the plant community and soil water status to alpine Kobresia meadow degradation gradients on the Qinghai-Tibetan Plateau, China",2014,http://doi.org/10.1007/s11284-015-1258-2,NA,NA,China
2465,JB158,JB158_195,"Bei, S. et al. ",Response of the soil microbial community to different fertilizer inputs in a wheat-maize rotation on a calcareous soil,2018,,36.7,114.9,China
2466,FEB23_226,FEB23_226_069,Murray R,Response of three shrub communities in southeastern Idaho to spring-applied tebuthiuron,1988,,NA,NA,
2467,FEB23_81,FEB23_81_31,Moreno G,Response of understorey forage to multiple tree effects in Iberian dehesas,2008,10.1016/j.agee.2007.04.006,NA,NA,
2468,FEB23_597,FEB23_597_133,"Wang, H., Guo, Z.G., Xu, X.H., Liang, T.G., Ren, J.Z.","Response of vegetation and soils to desertification of alpine meadow in the upper basin of the Yellow River, China",2016,http://doi.org/10.1080/00288230709510317.,NA,NA,China
2469,FEB23_311,FEB23_311_04,Chen H,response of vegetation community characteristic and soil physico-chemical properties grazing intensity on kobresia pygmaea meadow of Qinghai-Tibet Plateau,2012,,NA,NA,China
2470,FEB23_307,FEB23_307_23,"Kratschmer, S; Pachinger, B; Schwantzer, M; Paredes, D; Guzman, G; Gomez, JA; Entrenas, JA; Guernion, M; Burel, F; Nicolai, A; Fertil, A; Popescu, D; Macavei, L; Hoble, A; Bunea, C; Kriechbaum, M; Zaller, JG; Winter, S","Response of wild bee diversity, abundance, and functional traits to vineyard inter-row management intensity and landscape diversity across Europe",2019,10.1002/ece3.5039,NA,NA,
2471,JB160,JB160_114,Ekroos,Responses in plant and carabid communities to farming practises in boreal landscapes,2010,,NA,NA,
2472,FEB23_597,FEB23_597_207,"Ma, Z., Ma, M.J., Jerry, M., Baskin, C.C., Li, J.Y., Du, G.Z.",Responses of alpine meadow seed bank and vegetation to nine consecutive years of soil fertilization,2014,https://doi.org/10.1016/j.ecoleng.2014.04.009.,NA,NA,China
2473,FEB23_07,FEB23_07_46,"Engel EC,Weltzin JF,Norby RJ,Classen AT","Responses of anold-field plant community to interacting factors of elevated [CO2], warming, and soil moisture",2009,https://1093/ jpe/ rtn026,NA,NA,
2474,FEB23_132,FEB23_132_086,"Sheldrake M,Rosenstock NP,Mangan S,Revillini D,Sayer EJ,Olsson PA,Verbruggen E,Tanner EV,Turnerd BL,Wright SJ",Responses of arbuscular mycorrhizal fungi to long-term inorganic and organic nutrient addition in a lowland tropical forest,2018,,NA,NA,
2475,JB158,JB158_196,Zhao J. et al. ,Responses of bacterial communities in arable soils in a rice-wheat cropping system to different fertilizer regimes and sampling times,2014,,31.65,119.47,China
2476,FEB23_193,FEB23_193_09,"Laiolo P,Rolando A,Valsania V",Responses of birds to the natural re-establishment of wilderness in montane beechwoods of North-western Italy,2004,,NA,NA,Italy
2477,FEB23_597,FEB23_597_198,"Fang, H.J., Cheng, S.L., Yu, G.R., Zheng, J.J., Zhang, P.L, Xu, M.J., Li, Y.N., Yang, X.M.",Responses of CO2 efflux from an alpine meadow soil on the Qinghai Tibetan Plateau to multi-form and low-level N addition,2012,https://doi.org/10.1007/s11104-011-0942-4.,NA,NA,China
2478,FEB23_311,FEB23_311_42,"Wei D,Ri X,Wang Y,Wang Y,Liu Y,Yao T","Responses of CO2, CH4 and N2O fluxes to livestock exclosure in an alpine steppe on the Tibetan Plateau, China",2012,,NA,NA,China
2479,FEB23_597,FEB23_597_234,"Jing, J., Zong, N., Song, M.H., Shi, P.L., Ma, W.L., Fu, G., Shen, Z.X., Zhang, X.Z., Ouyang H.",Responses of ecosystem respiration and its components to fertilization in an alpine meadow on the Tibetan Plateau,2013,https://doi.org/10.1016/j.ejsobi.2013.03.001,NA,NA,China
2480,JB158,JB158_197,Nie et al.,Responses of fungal community structure and functional group to fertilization in yellow clayey soil,2018,,26.22527778,119.0694444,China
2481,FEB23_10,FEB23_10_038,"Grimbacher PS,Catterall CP,Kanowski J,Proctor HC",Responses of ground-active beetle assemblages to different styles of reforestation on cleared rainforest land,2007,,NA,NA,
2482,JB158,JB158_040,"Ding, J. et al. ",Responses of micropopulation in black soil of northeast China to long-term fertilization and crops,2016,,45.67,126.58,China
2483,FEB23_242,FEB23_242_21,"Gough L,Hobbie SE","Responses of moist non-acidicarctic tundra to altered environment: productivity, biomass,and species richness",2003,,NA,NA,
2484,JB158,JB158_198,"Yu, Y. et al. ",Responses of paddy soil bacterial community assembly to different long-term fertilizations in southeast China,2019,,28.62,113.33,China
2485,JB160,JB160_025,Batary,"Responses of plant, insect and spider biodiversity to local and landscape scale management intensity in cereal crops and grasslands 2012",2012,,NA,NA,
2486,FEB23_311,FEB23_311_34,"Sun G,Zhu-Barker X,Chen D,Liu L,Zhang N,Shi C,He L,Lei Y",Responses of root exudation and nutrient cycling to grazing intensities and recovery practices in an alpine meadow: An implication for pasture management,2017,,NA,NA,China
2487,JB158,JB158_199,"Ye, G. et al. ",Responses of soil fungal diversity and community composition to long-term fertilization: Field experiment in an acidic Ultisol and literature synthesis,2020,,28.26,116.93,China
2488,JB081,JB081_004,Araujoetal.2008,"Responses of soil microbial biomass and activity for practices of organic and conventional farming systems in Piaui state, Brazil",2008,,NA,NA,Brazil
2489,FEB23_132,FEB23_132_071,"Luo RY,Luo JF,Fan JL,Liu DY,He JS,Perveen N,Ding WX",Responses of soil microbial communities and functions associated with organic carbon mineralization to nitrogen addition in a Tibetan grassland,2020,,NA,NA,China
2490,JB158,JB158_200,Gautam et al.,Responses of Soil Microbial Community Structure and Enzymatic Activities to LongTerm Application of Mineral Fertilizer and Beef Manure,2020,,28.12,112.3,China
2491,FEB23_07,FEB23_07_63,"Price MV,Waser NM",Responses of subalpine meadowvegetation to four years of experimental warming,2000,,NA,NA,
2492,JB158,JB158_201,Wang et al.,Responses of the nosZ-denitrifying bacterial communities to fertilization regimes in paddy soils,2019,,28.12,112.3,China
2493,FEB23_80,FEB23_80_091,"Laycock W,Conrad P",Responses of vegetation and cattle to various systems of grazingon seeded and native mountain rangelands in eastern Utah,1981,,NA,NA,
2494,FEB23_311,FEB23_311_59,"Yang ZA,Jiang L,Xu YY,Zhan W,Zhu EX,Chen H",Responses of vegetation and soil of alpine meadows on the Qinghai-Tibet Plateau to short-term grazing prohibition,2017,,NA,NA,China
2495,FEB23_80,FEB23_80_059,"Habtemicael M,Yayneshet T,Treydte AC",Responses of vegetation and soils to three grazing management regimes in a semiï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2015,,NA,NA,
2496,FEB23_226,FEB23_226_075,"Peter G,Funk F,Robles S","Responses of vegetation to different land-use histories involving grazing and fire in the North-east Patagonian Monte, Argentina",2013,,NA,NA,Argentina
2497,FEB23_303,FEB23_303_153,"Fornara DA,Toit JT",Responses of woody saplings exposed to chronic mammalian herbivory in an African savanna,2008,,NA,NA,
2498,FEB23_303,FEB23_303_351,"Scogings, P. F., Johansson, T., Hjï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",Responses of woody vegetation to exclusion of large herbivores in semi-arid savannas,2012,,NA,NA,
2499,FEB23_07,FEB23_07_77,"Zhu H,Zou X,Wang D,Wan S,Wang L,Guo J",Responsesof community-level plant-insect interactions to climate warmingin a meadow steppe,2015,,NA,NA,
2500,FEB23_07,FEB23_07_69,"Wu Z,Dijkstra P,Koch GW,Penuelas J,Hungate BA",Responsesof terrestrial ecosystems to temperature and precipitation change:a meta-analysis of experimental manipulation,2011,,NA,NA,
2501,FEB23_07,FEB23_07_05,"Bobbink R,Willems JH",Restoration management of abandonedchalk grassland in the Netherlands,1993,https://org/ 10. 1007/ BF000 51962,NA,NA,Netherlands
2502,FEB23_597,FEB23_597_175,"Sun, J.Y.",Restoration of alpine meadow community respond to the cessation of fertilization,2016,,NA,NA,China
2503,FEB23_597,FEB23_597_194,"Ren, Q.J., Luo, Y.J., Wang, H.Y., Liu, J.M.",Restoration of degraded typical alpine meadow land on the Qinghai-Tibet Plateau-effects of fertilizing and cutting on grassland quality,2004,,NA,NA,China
2504,FEB23_07,FEB23_07_04,"Billeter R,Peintinger M,Diemer M",Restoration of montane fen meadows by mowing remains possible after 4ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2007,,NA,NA,
2505,FEB23_10,FEB23_10_074,"Oomes MJ,Werf A",Restoration of species diversity in grasslands: the effect of grassland management and changes in ground water level,1996,,NA,NA,
2506,FEB23_07,FEB23_07_27,Pechï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"Restoration of species-rich, nutrient-limited mountaingrassland by mowing and fertilization",2010,,NA,NA,
2507,FEB23_07,FEB23_07_37,"Valko O,Torok P,Tothmeresz B,Matus G",Restoration potentialin seed banks of acidic fen and dry-mesophilous meadows: canrestoration be based on local seed banks? Restor,2011,,NA,NA,
2508,FEB23_226,FEB23_226_027,"Coffman J,Bestelmeyer B,Kelly J,Wright T,Schooley R",Restoration practices have positive effects on breeding bird species of concern in the Chihuahuan Desert,2014,,NA,NA,
2509,FEB23_146,FEB23_146_013,"Metlen KL,Fiedler CE","Restoration treatment effects on the understory ofponderosa pine/Douglas-fir forests in western Montana, USA",2006,,NA,NA,USA
2510,FEB23_07,FEB23_07_38,"F D,Se K,Ce P,Jg B",Restorationefforts for plant and bird communities in tallgrass prairiesusing prescribed burning and mowing,2004,,NA,NA,
2511,FEB23_07,FEB23_07_18,"Liira J,Issak M,Jogar U,Mandoja M,Zobel M",Restorationmanagement of a floodplain meadow and its cost-effectiveness- the results of a 6-year experiment,2009,,NA,NA,
2512,FEB23_226,FEB23_226_023,"Brockway D,Gatewood R,Paris R",Restoring grassland savannas from degraded pinyon-juniper woodlands: effects of mechanical overstory reduction and slash treatment alternatives,2002,,NA,NA,
2513,FEB23_146,FEB23_146_011,"Laughlin DC,Bakker JD,Daniels ML,Moore MM,Casey CA,Springer",Restoring plant species diversity and community composition in aponderosa pine-bunchgrass ecosystem,2008,,NA,NA,
2514,FEB23_226,FEB23_226_050,"Harmse C,Kellner K,Dreber N",Restoring productive rangelands: A comparative assessment of selective and non-selective chemical bush control in a semi-arid Kalahari savanna,2016,,NA,NA,
3258,FEB23_542,FEB23_542_28,"Pinard, M., Putz, F.E.",Retaining forest biomass by reducting logging damage,1996,,,,
2515,JB005,JB005_114,"Soane BD,B.c B",Review of management and conduct of long-term tillage studies with special reference to a 25-yr experiment on barley in Scotland 1997 Local/regional study Scotland,1997,,NA,NA,
2516,FEB23_10,FEB23_10_007,"Boch, S., Prati, D., Hessenmï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿","Richness of lichen species, especially of threatened ones, is promoted by management methods furthering stand continuity",2013,,NA,NA,
2517,FEB23_411,FEB23_411_051,Calle,Riparian forest recovery following a decade of cattle exclusion in the Colombian Andes,2019,,4.35228,-75.739781,Colombia
2518,FEB23_80,FEB23_80_098,"Lucas RW,Baker TT,Wood MK,Allison CD,Vanleeuwen DM",Riparian vegetation response to different intensities and seasons of grazing,2004,,NA,NA,
2520,FEB23_385,FEB23_385_130,Syswerda,Robertson Ecosystem services along a management gradient in Michigan (USA) cropping systems Agriculture,2014,10.1016/j.agee.2014.03.006,NA,NA,USA
2521,JB160,JB160_005,"Grandy AS,P G",Robertson Land-Use Intensity Effects on Soil Organic Carbon Accumulation Rates,2007,,NA,NA,
2522,JB081,JB081_131,Brown2012,Role of biodiversity in integrated fruit production in eastern North American orchards,2012,,NA,NA,
2523,FEB23_146,FEB23_146_010,"Knapp EE,Schwilk DW,Kane JM,Keeley JE",Role of burning season oninitial understory vegetation response to prescribed fire in a mixed coniferforest,2006,,NA,NA,
2524,FEB23_303,FEB23_303_064,"Young TP,Lindsay WK",Role of even-age population structure in the disappearance of Acacia xanthophloea woodlands,1988,,NA,NA,
2525,FEB23_81,FEB23_81_29,"Michel N,Burel F,Legendre P,Butet A","Role of habitat and landscape in structuring small mammal assemblages in hedgerow networks of contrasted farming landscapes in Brittany, France",2007,10.1007/s10980-007-9103-9,NA,NA,France
2526,JB160,JB160_113,Ekroos,Role of organic and conventional field boundaries on boreal bumblebees and butterflies 2008,2008,,NA,NA,
2527,FEB23_06,FEB23_06_02,"Wp C,Sta P",Role of resources and disturbance in the organization of an old-field plant community,1990,,NA,NA,
2528,FEB23_303,FEB23_303_090,Belsky AJ,"Role of small browsing mammals in preventing woodland regeneration in the Serengeti National Park, Tanzania",1984,,NA,NA,Tanzania
2529,FEB23_597,FEB23_597_134,"Ma, M.J., Zhou, X.J., Du, G.Z.",Role of soil seed bank along a disturbance gradient in an alpine meadow on the Tibet plateau,2010,http://doi.org/10.1016/j.flflora.2009.02.006.,NA,NA,China
2530,FEB23_226,FEB23_226_088,"Schindler JR,Fulbright TE",Roller chopping effects on tamaulipan scrub community composition,2003,,NA,NA,
2531,FEB23_570,FEB23_570_23,"Li W,Wen SJ,Hu WX,Du GZ",Root-shoot competition interactions cause diversityloss after fertilization: a field experiment in an alpine meadow on the TibetanPlateau,2010,,NA,NA,China
2532,FEB23_80,FEB23_80_079,"Hyder DN,Sawyer W",Rotation- deferred grazing as compared to season-long grazing on sagebrush-bunchgrass ranges in Oregon,1951,,NA,NA,
2533,FEB23_80,FEB23_80_165,"Wang C,Tas B,Glindemann T,Mueller K,Schiborra A,Schoenbach P,Gierus M,Taube F,Susenbeth",Rotational and continuous grazing of sheep in the Inner Mongolian steppe of China,2009,,NA,NA,"Mongolia, China"
2534,FEB23_80,FEB23_80_080,"Jacobo, E. J., Rodrï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿",Rotational grazing effects onrangeland vegetation at a farm scale,2006,,NA,NA,
2535,FEB23_80,FEB23_80_043,"Eaton DP,Santos SA,C. A. Santos M,Lima JV,Keuroghlian A",Rotational grazing of native pasturelands in the Pantanal: an effective conservation tool,2011,,NA,NA,
2536,JB160,JB160_181,Romanyï¿½ï¿½ï,Rovira Organic and inorganic P reserves in rain-fed and irrigated calcareous soils under long-term organic and conventional agriculture 2009,2009,,NA,NA,
2537,JB160,JB160_108,"Benitez E,Nogales R,Campos M,F.",Ruano Biochemical variability of olive-orchard soils under different management systems 2006,2006,,NA,NA,
2538,FEB23_385,FEB23_385_133,Toffoli,Rughetti Bat activity in rice paddies: Organic and conventional farms compared to unmanaged habitat ,2017,10.1016/j.agee.2017.08.022,NA,NA,
2539,JB160,JB160_347,,Sacco et al Six-year transition from conventional to organic farming: effects on crop production and soil quality 2015,2015,,NA,NA,
2540,FEB23_226,FEB23_226_018,"Blank RR,Clements C,Morgan T,Harmon D",Sagebrush wildfire effects on surface soil nutrient availability: A temporal and spatial study,2017,,NA,NA,
2541,JB160,JB160_412,Zalazar,Salvo Entomofauna associated to horticultural crops under organic and conventional practices in Cordoba,2007,,NA,NA,
2542,FEB23_385,FEB23_385_047,Gaiger,Samways Landscape mosaic attributes for maintaining ground-living spider diversity in a biodiversity hotspot Insect conservation and diversity bio.125 2014,2014,10.1111/icad.12070,NA,NA,
2543,JB160,JB160_195,Jose-Maria,Sans Weed seedbanks in arable fields: effects of management practices and surrounding landscape,2011,,NA,NA,
2544,FEB23_10,FEB23_10_067,Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,Saproxylic beetle assemblages related to silvicultural management intensity and stand structures in a beech forest in Southern Germany,2008,,NA,NA,Germany
2545,JB160,JB160_393,Vesely,Sarapatka Effects of conversion to organic farming on carabid beetles (Carabidae) in experimental fields in the Czech Republic,2008,,NA,NA,Czech Republic
2546,JB103,JB103_21,Sardiï¿½ï¿½ï¿½ï¿½,Sardiï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2015,,NA,NA,USA
2547,FEB23_303,FEB23_303_277,"Midgley, J. J., Lawes, M. J., & Chamaillï¿½ï¿½ï¿½ï¿½ï","Savanna woody plant dynamics: the role of fire and herbivory, separately and synergistically",2010,,NA,NA,
2548,JB160,JB160_137,Gabriel,Scale matters: the impact of organic farming on biodiversity at different spatial scales,2010,,NA,NA,
2549,JB160,JB160_248,Martin,"Scale-dependent effects of landscape composition and configuration on natural enemy diversity, crop herbivory, and yields 2016",2016,,NA,NA,
2550,JB103,JB103_08,Kleijn et al.,"Scaling up effects of measures mitigating pollinator loss from local- to
landscape-level population responses.",2018,"https://
doi.org/10.1111/2041-210X.13017",NA,NA,Netherlands
2551,JB160,JB160_262,"Chirinda N,Olesen JE,Porter JR,P.","Schjonning Soil properties, crop production and greenhouse gas emissions frim organic and inorganic fertilizer-based arable cropping systems",2010,,NA,NA,
2552,JB160,JB160_235,"Clark MS,Horwath WR,Shennan C,M K",Scow Changes in Soil Chemical Properties Resulting from Organic and Low-Input Farming Practices,1998,,NA,NA,
2553,FEB23_146,FEB23_146_009,"Kerns BK,Thies WG,Niwa CG",Season and severity of prescribed burn inponderosa pine forests: implications for understory native and exotic plants.Ecoscience 13,2006,,NA,NA,
2554,JB081,JB081_091,O'Nealetal.2005,Seasonal abundance of ground beetles in highbush blueberry (Vaccinium corymbosum) fields and response to a reduced-risk insecticide program,2005,,NA,NA,
2555,JB081,JB081_027,BrownSchmitt2001,Seasonal and diurnal dynamics of beneficial insect populations in apple orchards under different management intensity,2001,,NA,NA,
2556,JB081,JB081_025,Brownetal.2003,Seasonal and diurnal dynamics of spiders (Araneae) in West Virginia orchards and the effect of orchard management on spider communities,2003,,NA,NA,
2557,JB005,JB005_070,"Liu E,Chen B,Yan C,Zhang Y,Mei X,Wang J",Seasonal Changes and Vertical Distributions of Soil Organic Carbon Pools under Conventional and no-Till Practices on Loess Plateau in China 2015 Local/regional study China,2015,10.2136/sssaj2014.02.0069,NA,NA,China
2558,FEB23_224,FEB23_224_52, Young AM,Seasonal Differences in Abundance and Distribution of CocoaPollinating Midges in Relation to Flowering and Fruit Set Between Shaded and Sunny Habitats of the La Lola Cocoa Farm in Costa Rica ,1983,,NA,NA,Costa Rica
2559,FEB23_303,FEB23_303_040,,Seasonal selection preferences for woody plants by breeding herds of African elephants (Loxodonta africana) in a woodland savanna,2013,,NA,NA,
2560,FEB23_80,FEB23_80_004,Anderson D,Seasonal stocking of tobosa managed under continuous and rotation grazing.Journal of Range Management,1988,,NA,NA,
2561,FEB23_570,FEB23_570_17,"Kohler F,Gillet F,Gobat JM,Buttler A",Seasonal vegetation changes in mountainpastures due to simulated effects of cattle grazing,2004,,NA,NA,
2562,FEB23_06,FEB23_06_19,"Js P,Tr S",Seasonality of precipitation interacts with exotic species to alter composition and phenology of a semi-arid grassland,2014,,NA,NA,
2563,FEB23_07,FEB23_07_08,Doleï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,"Seasonality promotesgrassland diversity: Interactions with mowing, fertilization andremoval of dominant species",2019,,NA,NA,
2564,FEB23_06,FEB23_06_17,"Ja M,Ke H",Seed arrival and ecological filters interact to assemble high-diversity plant communities,2011,,NA,NA,
2565,FEB23_07,FEB23_07_22,"Metsoja JA,Neuenkamp L,Zobel M",Seed bank and its restorationpotential in Estonian flooded meadows,2014,,NA,NA,Estonia
2566,FEB23_303,FEB23_303_139,Dudley JP,"Seed dispersal by elephants in semiarid woodland habitats of Hwange National Park, Zimbabwe",2000,,NA,NA,Zimbabwe
2567,FEB23_303,FEB23_303_220,Koen JH,Seed dispersal by the Knysna elephants,1983,,NA,NA,
2568,FEB23_303,FEB23_303_138,Dudley JP,"Seed dispersal of Acacia erioloba by African bush elephants in Hwange National Park, Zimbabwe",1999,,NA,NA,Zimbabwe
2569,FEB23_303,FEB23_303_080,Barnes ME,"Seed predation, germination and seedling establishment of Acacia erioloba in northern Botswana",2001,,NA,NA,Botswana
2570,FEB23_303,FEB23_303_001,"Spanbauer BR,Adler GH",Seed protection through dispersal by African savannah elephants (Loxodonta africana africana) in northern Tanzania,2015,10.1111/aje.12239.,NA,NA,Tanzania
2571,FEB23_303,FEB23_303_054,"Western D,Gichohi H",Segregation effects and the impoverishment of savanna parks: the case for ecosystem viability analysis,1993,,NA,NA,
2572,FEB23_411,FEB23_411_079,Fortuny et al.,Selective and taxon-dependent effects of semi-feral cattle grazing on tree regeneration in an old-growth Mediterranean mountain forest,2020,,42.5,3,France
2573,FEB23_303,FEB23_303_006,"Steyn A,Stalmans M",Selective habitat utilization and impact on vegetation by African elephant within a heterogeneous landscape,2001,,NA,NA,
2574,FEB23_10,FEB23_10_056,"Kramberger B,Kaligaric M",Semi-natural grasslands: the effects of cutting frequency on long-term changes of floristic composition,2008,,NA,NA,
